filename,title,feature,role,level
help/product-guide/./cs-install-guide/conf-folder-level.md,Configure global or folder-level profiles,Profiles,Admin,Experienced
help/product-guide/./cs-install-guide/version-management.md,Version management,Version Management,Admin,Experienced
help/product-guide/./cs-install-guide/conf-output-generation.md,Configure output generation settings,Output Generation,Admin,Experienced
help/product-guide/./cs-install-guide/native-pdf-publishing.md,Customize and configure the Native PDF publishing feature,Output Generation,Admin,Experienced
help/product-guide/./native-pdf/configure-node-options.md,Native PDF | Configure Node process for Native PDF Publishing,Output Generation,Admin,Experienced
help/product-guide/./cs-install-guide/conf-content-fragment-mapping-cs.md,Configure the JSON-based mapping between a topic and a content fragment model.,Output Generation,Admin,Experienced
help/product-guide/./cs-install-guide/customize-workflows.md,Configure and customize workflows,Workflow Configuration,Admin,Experienced
help/product-guide/./cs-install-guide/translation.md,Translate content,Translation,Admin,Experienced
help/product-guide/./cs-install-guide/conf-dita-search.md,Configure search for AEM Assets UI,Search Configuration,Admin,Experienced
help/product-guide/./cs-install-guide/appendix.md,Appendix,"InDesign File Conversion, Troubleshooting",Admin,Experienced
help/product-guide/./api-reference/introduction.md,Introduction,API Introduction,Developer,Experienced
help/product-guide/./api-reference/output-management.md,REST APIs for Output management,Rest API Output Management,Developer,Experienced
help/product-guide/./api-reference/dita-map-management.md,REST API to work with DITA maps,Rest API DITA Map,Developer,Experienced
help/product-guide/./api-reference/data-source-connector.md,REST API to register a data source connector,Rest API Data Source,Developer,Experienced
help/product-guide/./api-reference/conditional-attribute.md,REST API to work with conditional attributes,Rest API Conditional Attributes,Developer,Experienced
help/product-guide/./api-reference/convert-to-dita.md,REST APIs for conversion workflow,Rest API Conversion Workflow,Developer,Experienced
help/product-guide/./api-reference/create-activate-package.md,REST API for creating and activating packages,Rest API Packages,Developer,Experienced
help/product-guide/./api-reference/generate-output.md,Java-based API to work with output generation,Java-Based API Publishing,Developer,Experienced
help/product-guide/./api-reference/dita-map-management-java.md,Java-based APIs to work with DITA maps,Java-Based API Dita Map,Developer,Experienced
help/product-guide/./api-reference/convert-to-dita-java.md,Java-based APIs for conversion workflow,Java-Based API Conversion Workflow,Developer,Experienced
help/product-guide/./api-reference/create-baseline-label-java.md,Java-based APIs to work with baseline and labels,Java-Based API Baseline,Developer,Experienced
help/product-guide/./api-reference/folder-profile-java.md,Java-based API to work with folder profiles,Java-Based API Folder Profiles,Developer,Experienced
help/product-guide/./api-reference/create-activate-package-java.md,Java-based API for creating and activating packages,Java-Based API Packages,Developer,Experienced
help/product-guide/./api-reference/post-process-event.md,Post-processing event handler,Post-Processing Event Handler,Developer,Experienced
help/product-guide/./api-reference/bulk-activation-complete-event.md,Bulk activation complete event handler,Bulk Activation Event Handler,Developer,Experienced
help/product-guide/./api-reference/conversion-complete-event.md,Conversion process event handler,Conversion Process Event Handler,Developer,Experienced
help/product-guide/./knowledge-base/expert-sessions/expert-session.md,Expert Session Overview,Expert Sessions,"User, Admin",
help/product-guide/./knowledge-base/expert-sessions/translating-content-using-aem-guides-oct22.md,Translate content,"Translation, KB","User, Admin",
help/product-guide/./knowledge-base/expert-sessions/baselines-dec22.md,Manage content using baselines,"Manage Content, Publishing, KB","User, Admin",
help/product-guide/./knowledge-base/expert-sessions/webbased-authoring-jan2023.md,Author web-based content,"Web Editor, KB","User, Admin",
help/product-guide/./knowledge-base/expert-sessions/native-pdf-publishing-essentials-feb23.md,Native PDF publishing essentials,Native PDF Output,"User, Admin",
help/product-guide/./knowledge-base/expert-sessions/basic-reports-mar2023.md,Reports in AEM Guides,Report Generation,"User, Admin",
help/product-guide/./knowledge-base/expert-sessions/content-and-template-setup-apr2023.md,Content and Template setup,Template Configuration,"User, Admin",
help/product-guide/./knowledge-base/expert-sessions/native-pdf-publishing-eamples-part1-june2023.md,Native PDF Publishing - Learning by examples (part 1),Native PDF Output,"User, Admin",
help/product-guide/./knowledge-base/expert-sessions/native-pdf-publishing-hands-on-lab-sep2023.md,Native PDF publishing “Hands on lab - BYOS” – Interactive learning,Native PDF Output,"User, Admin",
help/product-guide/./knowledge-base/expert-sessions/guides-extension-framework-nov2023.md,Extension Framework of AEM Guides - Customize Web-Editor and Review UI,"Web Editor, KB","User, Admin",
help/product-guide/./knowledge-base/expert-sessions/external-datasource-integration-dec2023.md,External Datasource Integration for AEM Guides,,"User, Admin",
help/product-guide/./knowledge-base/kb-articles/authoring/reports/manage-metadata.md,Manage tags for DITA files in AEM Guides,Metadata Management,"User, Admin",
help/product-guide/./knowledge-base/kb-articles/authoring/webeditor/customization/add-custom-button-to-webeditor-toolbar.md,Add new custom actionable button in webeditor toolbar,Web Editor,"User, Admin",
help/product-guide/./knowledge-base/kb-articles/authoring/webeditor/customization/add-custom-styles-to-webeditor.md,Add custom styles to Guides webeditor,Web Editor,"User, Admin",
help/product-guide/./knowledge-base/kb-articles/authoring/webeditor/schematron/vailidating-with-schematron.md,Schematron support in webeditor,Web Editor,"User, Admin",
help/product-guide/./guides-ui-extensions/aem_guides_framework/basic-customisation.md,Customising the app,,"User, Admin",
help/product-guide/./guides-ui-extensions/aem_guides_framework/jui-framework.md,Jui Framework,,"User, Admin",
help/product-guide/./guides-ui-extensions/aem_guides_framework/components/button.md,Button,,"User, Admin",
help/product-guide/./guides-ui-extensions/aem_guides_framework/components/icon.md,Icon,,"User, Admin",
help/product-guide/./guides-ui-extensions/aem_guides_framework/components/label.md,Label,,"User, Admin",
help/product-guide/./guides-ui-extensions/aem_guides_framework/components/list.md,List,,"User, Admin",
help/product-guide/./guides-ui-extensions/aem_guides_framework/components/textArea.md,Textarea,,"User, Admin",
help/product-guide/./guides-ui-extensions/aem_guides_framework/Widgets/rendering-widget.md,Rendering widgets,,"User, Admin",
help/product-guide/./guides-ui-extensions/aem_guides_framework/Widgets/basic-widget.md,Widgets,,"User, Admin",
help/product-guide/./guides-ui-extensions/getting-started/Introduction.md,Introduction ,,"User, Admin",
help/product-guide/./guides-ui-extensions/getting-started/integrating-customisations.md,Installation and set up ,,"User, Admin",
help/product-guide/./guides-ui-extensions/getting-started/extension-repo-intro.md,Extension Repository Intoduction,,"User, Admin",
help/product-guide/./guides-ui-extensions/customisations/add-button.md,Simple customisation,,"User, Admin",
help/product-guide/./guides-ui-extensions/customisations/context-menus.md,Context Menus,,"User, Admin",
help/product-guide/./guides-ui-extensions/customisations/toolbar-topbar.md,Topbar and Toolbar,,"User, Admin",
help/product-guide/./guides-ui-extensions/customisations/ReviewApp/components.md,Components,,"User, Admin",
help/product-guide/./guides-ui-extensions/customisations/ReviewApp/customisation.md,Customising,,"User, Admin",
help/product-guide/./knowledge-base/kb-articles/publishing/configuring-aem-environment-for-native-pdf-publishing.md,Configuring AEM environment for Native PDF publishing,Native PDF Output,"User, Admin",
help/product-guide/./knowledge-base/kb-articles/publishing/fmpsandguides.md,Publishing using FrameMaker Publishing Server(FMPS) in AEM Guides,AEM Guides Framemaker Publishing Server,"User, Admin",
help/product-guide/./knowledge-base/publishing/publish-microservice-architecture-and-performance.md,Cloud Publishing Microservice Architecture and Performance,Microservice In AEM Guides,"User, Admin",
help/product-guide/./knowledge-base/publishing/configure-microservices.md,Configure new microservice-based publishing for AEM Guides as a Cloud Service,Microservice In AEM Guides,"User, Admin",
help/product-guide/./knowledge-base/publishing/publishing-benchmarks-on-cloud.md,Guides Publishing Benchmarks on AEMaaCS,Publishing,"User, Admin",
help/product-guide/./knowledge-base/kb-articles/publishing/setup-a-custom-dita-ot.md,Set up custom DITA-OT in [!DNL AEM Guides],DITA-OT Configuration,Admin,
help/product-guide/./knowledge-base/kb-articles/workflows/using-post-generation-workflow.md,Post Generation Workflow,Workflow Configuration,"User, Admin",
help/product-guide/./knowledge-base/kb-articles/translation/exclude-paragraphs-from-translation.md,Exclude paragraphs within a topic from translation,Translation,User,
help/product-guide/./knowledge-base/kb-articles/content-architecture/working-with-conditional-content.md,Working with conditional content,Publishing,User,
help/product-guide/./knowledge-base/kb-articles/content-architecture/working-with-keys.md,Working with keys,Use Keys In Aem Guides,Admin,
help/product-guide/./oxygen-connector/use-aem-connector.md,Oxygen Plugin for Adobe Experience Manager Guides,"Oxygen Plugin, Authoring, Web Editor","User, Admin",
